type;price;loc;kamar_tidur;luas_tanah;luas_bangunan;sertifikasi
Rumah Second;Rp10,5 M;Sleman, Kab. Sleman;8 KT;LT 1289m²;LB 607m²;SHM
Rumah Second;Rp1,7 M;Gamping, Kab. Sleman;5 KT;LT 131m²;LB 150m²;HGB
Rumah Second;Rp1,4 M;Pengasih, Kab. Kulon Progo;3 KT;LT 865m²;LB 200m²;SHM
Rumah Second;Rp520 Jt;Jetis, Kab. Bantul;3 KT;LT 107m²;LB 65m²;SHM
Rumah Second;Rp700 Jt;Gamping, Kab. Sleman;2 KT;LT 89m²;LB 60m²;SHM
Rumah Second;Rp1,7 M;Godean, Kab. Sleman;6 KT;LT 198m²;LB 250m²;SHM
Rumah Second;Rp315 Jt;Bantul, Kab. Bantul;2 KT;LT 72m²;LB 45m²;SHM
Rumah Second;Rp590 Jt;Sleman, Kab. Sleman;3 KT;LT 97m²;LB 70m²;SHM
Rumah Second;Rp454 Jt;Banguntapan, Kab. Bantul;2 KT;LT 73m²;LB 40m²;SHM
Rumah Second;Rp576 Jt;Tegalrejo, Kota Yogyakarta;3 KT;LT 105m²;LB 50m²;SHM
Rumah Second;Rp210 Jt;Pajangan, Kab. Bantul;2 KT;LT 60m²;LB 30m²;SHM
Rumah Second;Rp570 Jt;Kalasan, Kab. Sleman;3 KT;LT 111m²;LB 55m²;SHM
Rumah Second;Rp500,5 Jt;Kalasan, Kab. Sleman;2 KT;LT 100m²;LB 45m²;SHM
Rumah Second;Rp185 Jt;Karangmojo, Kab. Gunung Kidul;2 KT;LT 267m²;LB 120m²;SHM
Rumah Second;Rp4,4 M;Depok, Kab. Sleman;6 KT;LT 318m²;LB 405m²;SHM
Rumah Second;Rp550 Jt;Kalasan, Kab. Sleman;2 KT;LT 124m²;LB 60m²;SHM
Rumah Second;Rp890 Jt;Ngaglik, Kab. Sleman;3 KT;LT 102m²;LB 70m²;HGB
Rumah Second;Rp270 Jt;Prambanan, Kab. Sleman;2 KT;LT 80m²;LB 40m²;SHM
Rumah Second;Rp665 Jt;Kalasan, Kab. Sleman;3 KT;LT 97m²;LB 60m²;SHM
Rumah Second;Rp499 Jt;Kalasan, Kab. Sleman;2 KT;LT 107m²;LB 43m²;SHM
Rumah Second;Rp575 Jt;Kalasan, Kab. Sleman;3 KT;LT 97m²;LB 56m²;SHM
Rumah Second;Rp4,5 M;Kraton, Kota Yogyakarta;6 KT;LT 319m²;LB 405m²;SHM
Rumah Second;Rp550 Jt;Godean, Kab. Sleman;3 KT;LT 124m²;LB 56m²;SHM
Rumah Second;Rp550 Jt;Seyegan, Kab. Sleman;3 KT;LT 124m²;LB 58m²;SHM
Rumah Second;Rp825 Jt;Gondomanan, Kota Yogyakarta;3 KT;LT 99m²;LB 66m²;SHM
Rumah Second;Rp650 Jt;Ngemplak, Kab. Sleman;3 KT;LT 90m²;LB 65m²;SHM
Rumah Second;Rp1,7 M;Ngemplak, Kab. Sleman;3 KT;LT 117m²;LB 119m²;SHM
Rumah Second;Rp550 Jt;Gamping, Kab. Sleman;3 KT;LT 126m²;LB 58m²;SHM
Rumah Second;Rp826 Jt;Mlati, Kab. Sleman;3 KT;LT 126m²;LB 70m²;SHM
Rumah Second;Rp497 Jt;Kasihan, Kab. Bantul;2 KT;LT 50m²;LB 81m²;SHM
Rumah Second;Rp3,2 M;Sleman, Kab. Sleman;4 KT;LT 158m²;LB 180m²;HGB
Rumah Second;Rp850 Jt;Ngaglik, Kab. Sleman;4 KT;LT 114m²;LB 100m²;SHM
Rumah Second;Rp2,7 M;Depok, Kab. Sleman;5 KT;LT 765m²;LB 200m²;SHM
Rumah Second;Rp1,2 M;Gamping, Kab. Sleman;4 KT;LT 135m²;LB 88m²;HGB
Rumah Second;Rp240 Jt;Prambanan, Kab. Sleman;2 KT;LT 63m²;LB 36m²;SHM
Rumah Second;Rp2,3 M;Depok, Kab. Sleman;3 KT;LT 129m²;LB 126m²;HGB
Rumah Second;Rp535 Jt;Sleman, Kab. Sleman;1 KT;LT 90m²;LB 60m²;SHM
Rumah Second;Rp1,5 M;Sewon, Kab. Bantul;7 KT;LT 228m²;LB 300m²;SHM
Rumah Second;Rp355 Jt;Kasihan, Kab. Bantul;1 KT;LT 70m²;LB 36m²;SHM
Rumah Second;Rp350 Jt;Sewon, Kab. Bantul;2 KT;LT 139m²;LB 50m²;SHM
Rumah Second;Rp300 Jt;Playen, Kab. Gunung Kidul;2 KT;LT 72m²;LB 36m²;SHM
Rumah Second;Rp950 Jt;Kalasan, Kab. Sleman;3 KT;LT 145m²;LB 85m²;SHM
Rumah Second;Rp917 Jt;Sewon, Kab. Bantul;2 KT;LT 100m²;LB 45m²;SHM
Rumah Second;Rp799 Jt;Depok, Kab. Sleman;3 KT;LT 126m²;LB 90m²;SHM
Rumah Second;Rp775 Jt;Ngaglik, Kab. Sleman;3 KT;LT 130m²;LB 80m²;SHM
Rumah Second;Rp1,8 M;Mlati, Kab. Sleman;3 KT;LT 102m²;LB 138m²;SHM
Rumah Second;Rp650 Jt;Gamping, Kab. Sleman;2 KT;LT 95m²;LB 95m²;SHM
Rumah Second;Rp185 Jt;Bantul, Kab. Bantul;2 KT;LT 60m²;LB 27m²;SHM
Rumah Second;Rp580 Jt;Mlati, Kab. Sleman;3 KT;LT 100m²;LB 85m²;SHM
Rumah Second;Rp1,8 M;Ngaglik, Kab. Sleman;4 KT;LT 122m²;LB 130m²;SHM
Rumah Second;Rp552 Jt;Sedayu, Kab. Bantul;3 KT;LT 107m²;LB 48m²;SHM
Rumah Second;Rp490 Jt;Seyegan, Kab. Sleman;2 KT;LT 137m²;LB 45m²;SHM
Rumah Second;Rp1,4 M;Ngaglik, Kab. Sleman;3 KT;LT 141m²;LB 100m²;SHM
Rumah Second;Rp475 Jt;Kasihan, Kab. Bantul;2 KT;LT 88m²;LB 75m²;SHM
Rumah Second;Rp541,5 Jt;Sleman, Kab. Sleman;2 KT;LT 120m²;LB 36m²;SHM
Rumah Second;Rp999,9 Jt;Gamping, Kab. Sleman;3 KT;LT 154m²;LB 120m²;SHM
Rumah Second;Rp1,5 M;Sewon, Kab. Bantul;3 KT;LT 189m²;LB 200m²;SHM
Rumah Second;Rp2 M;Mlati, Kab. Sleman;3 KT;LT 163m²;LB 120m²;SHM
Rumah Second;Rp3,9 M;Kalasan, Kab. Sleman;6 KT;LT 297m²;LB 288m²;SHM
Rumah Second;Rp350 Jt;Moyudan, Kab. Sleman;2 KT;LT 104m²;LB 50m²;SHM
Rumah Second;Rp550 Jt;Pundong, Kab. Bantul;2 KT;LT 111m²;LB 111m²;SHM
Rumah Second;Rp3,7 M;Depok, Kab. Sleman;6 KT;LT 220m²;LB 330m²;SHM
Rumah Second;Rp250 Jt;Ngaglik, Kab. Sleman;2 KT;LT 72m²;LB 30m²;Tidak Tersedia
Rumah Second;Rp180 Jt;Ngaglik, Kab. Sleman;3 KT;LT 114m²;LB 125m²;SHM
Rumah Second;Rp1,4 M;Ngaglik, Kab. Sleman;3 KT;LT 100m²;LB 80m²;SHM
Rumah Second;Rp2,1 M;Depok, Kab. Sleman;10 KT;LT 96m²;LB 250m²;SHM
Rumah Second;Rp700 Jt;Depok, Kab. Sleman;2 KT;LT 75m²;LB 75m²;SHM
Rumah Second;Rp395 Jt;Kasihan, Kab. Bantul;2 KT;LT 86m²;LB 36m²;SHM
Rumah Second;Rp725 Jt;Sleman, Kab. Sleman;4 KT;LT 102m²;LB 139m²;SHM
Rumah Second;Rp1,6 M;Gamping, Kab. Sleman;3 KT;LT 93m²;LB 70m²;SHM
Rumah Second;Rp470 Jt;Seyegan, Kab. Sleman;2 KT;LT 107m²;LB 50m²;SHM
Rumah Second;Rp4,7 M;Mlati, Kab. Sleman;4 KT;LT 110m²;LB 146m²;Tidak Tersedia
Rumah Second;Rp1,3 M;Mantrijeron, Kota Yogyakarta;4 KT;LT 132m²;LB 132m²;Tidak Tersedia
Rumah Second;Rp690 Jt;Ngaglik, Kab. Sleman;2 KT;LT 90m²;LB 51m²;SHM
Rumah Second;Rp590 Jt;Berbah, Kab. Sleman;2 KT;LT 113m²;LB 45m²;SHM
Rumah Second;Rp733 Jt;Gamping, Kab. Sleman;2 KT;LT 92m²;LB 42m²;SHM
Rumah Second;Rp375 Jt;Pandak, Kab. Bantul;2 KT;LT 80m²;LB 45m²;SHM
Rumah Second;Rp355 Jt;Kasihan, Kab. Bantul;2 KT;LT 75m²;LB 45m²;SHM
Rumah Second;Rp335 Jt;Kasihan, Kab. Bantul;2 KT;LT 70m²;LB 36m²;SHM
Rumah Second;Rp380 Jt;Kasihan, Kab. Bantul;2 KT;LT 86m²;LB 40m²;SHM
Rumah Second;Rp500 Jt;Seyegan, Kab. Sleman;2 KT;LT 106m²;LB 36m²;SHM
Rumah Second;Rp650 Jt;Lendah, Kab. Kulon Progo;2 KT;LT 1000m²;LB 60m²;SHM
Rumah Second;Rp1,2 M;Gamping, Kab. Sleman;6 KT;LT 163m²;LB 220m²;SHM
Rumah Second;Rp835 Jt;Kalasan, Kab. Sleman;3 KT;LT 124m²;LB 73m²;SHM
Rumah Second;Rp1,2 M;Ngemplak, Kab. Sleman;4 KT;LT 120m²;LB 121m²;SHM
Rumah Second;Rp6,5 M;Depok, Kab. Sleman;4 KT;LT 557m²;LB 450m²;SHM
Rumah Second;Rp950 Jt;Depok, Kab. Sleman;4 KT;LT 117m²;LB 140m²;SHM
Rumah Second;Rp550 Jt;Kasihan, Kab. Bantul;4 KT;LT 90m²;LB 114m²;SHM
Rumah Second;Rp1 M;Sewon, Kab. Bantul;3 KT;LT 85m²;LB 85m²;SHM
Rumah Second;Rp450 Jt;Kasihan, Kab. Bantul;2 KT;LT 101m²;LB 70m²;SHM
Rumah Second;Rp1,8 M;Ngaglik, Kab. Sleman;3 KT;LT 125m²;LB 130m²;SHM
Rumah Second;Rp3,5 M;Kotagede, Kota Yogyakarta;5 KT;LT 310m²;LB 250m²;SHM
Rumah Second;Rp1,2 M;Ngaglik, Kab. Sleman;2 KT;LT 108m²;LB 50m²;SHM
Rumah Second;Rp850 Jt;Ngaglik, Kab. Sleman;2 KT;LT 85m²;LB 55m²;SHM
Rumah Second;Rp680 Jt;Ngaglik, Kab. Sleman;3 KT;LT 80m²;LB 112m²;SHM
Rumah Second;Rp1,8 M;Ngaglik, Kab. Sleman;5 KT;LT 256m²;LB 150m²;SHM
Rumah Second;Rp1,6 M;Depok, Kab. Sleman;5 KT;LT 150m²;LB 100m²;SHM
Rumah Second;Rp620 Jt;Ngaglik, Kab. Sleman;6 KT;LT 75m²;LB 100m²;SHM
Rumah Second;Rp2,8 M;Depok, Kab. Sleman;10 KT;LT 250m²;LB 200m²;SHM
Rumah Second;Rp7 M;Mlati, Kab. Sleman;5 KT;LT 599m²;LB 380m²;SHM
Rumah Second;Rp1,5 M;Kraton, Kota Yogyakarta;2 KT;LT 60m²;LB 120m²;SHM
Rumah Second;Rp1,8 M;Banguntapan, Kab. Bantul;1 KT;LT 164m²;LB 95m²;SHM
Rumah Second;Rp395 Jt;Sedayu, Kab. Bantul;2 KT;LT 92m²;LB 50m²;SHM
Rumah Second;Rp2,5 M;Piyungan, Kab. Bantul;4 KT;LT 357m²;LB 400m²;SHM
Rumah Second;Rp1,8 M;Umbulharjo, Kota Yogyakarta;3 KT;LT 232m²;LB 200m²;SHM
Rumah Second;Rp780 Jt;Sleman, Kab. Sleman;5 KT;LT 143m²;LB 135m²;SHM
Rumah Second;Rp1,3 M;Banguntapan, Kab. Bantul;3 KT;LT 122m²;LB 140m²;SHM
Rumah Second;Rp840 Jt;Ngaglik, Kab. Sleman;3 KT;LT 80m²;LB 140m²;SHM
Rumah Second;Rp1,4 M;Ngaglik, Kab. Sleman;3 KT;LT 278m²;LB 150m²;SHM
Rumah Second;Rp545 Jt;Godean, Kab. Sleman;3 KT;LT 110m²;LB 60m²;SHM
Rumah Second;Rp258 Jt;Kalasan, Kab. Sleman;2 KT;LT 70m²;LB 30m²;SHM
Rumah Second;Rp6,5 M;Depok, Kab. Sleman;6 KT;LT 450m²;LB 400m²;SHM
Rumah Second;Rp2,8 M;Ngaglik, Kab. Sleman;5 KT;LT 254m²;LB 350m²;SHM
Rumah Second;Rp3,5 M;Depok, Kab. Sleman;6 KT;LT 220m²;LB 320m²;SHM
Rumah Second;Rp1,8 M;Umbulharjo, Kota Yogyakarta;3 KT;LT 135m²;LB 160m²;SHM
Rumah Second;Rp2,5 M;Depok, Kab. Sleman;4 KT;LT 110m²;LB 220m²;SHM
Rumah Second;Rp550 Jt;Sleman, Kab. Sleman;3 KT;LT 124m²;LB 58m²;SHM
Rumah Second;Rp4 M;Gamping, Kab. Sleman;3 KT;LT 640m²;LB 350m²;SHM
Rumah Second;Rp1,8 M;Depok, Kab. Sleman;6 KT;LT 253m²;LB 240m²;SHM
Rumah Second;Rp875 Jt;Mlati, Kab. Sleman;2 KT;LT 131m²;LB 70m²;SHM
Rumah Second;Rp1,2 M;Umbulharjo, Kota Yogyakarta;5 KT;LT 217m²;LB 100m²;SHM
Rumah Baru;Rp 175 Jt - Rp 252 Jt;Pandak, Kab. Bantul;2 KT;LT 60-72m²;LB 30-36m²;HGB
Rumah Second;Rp496,5 Jt;Umbulharjo, Kota Yogyakarta;2 KT;LT 112m²;LB 36m²;SHM
Rumah Second;Rp7,4 M;Gamping, Kab. Sleman;8 KT;LT 260m²;LB 450m²;SHM
Rumah Second;Rp375 Jt;Prambanan, Kab. Sleman;2 KT;LT 75m²;LB 45m²;SHM
Rumah Second;Rp725 Jt;Jetis, Kota Yogyakarta;3 KT;LT 114m²;LB 71m²;SHM
Rumah Second;Rp699 Jt;Godean, Kab. Sleman;3 KT;LT 119m²;LB 80m²;SHM
Rumah Second;Rp999 Jt;Ngemplak, Kab. Sleman;3 KT;LT 103m²;LB 105m²;SHM
Rumah Second;Rp2,9 M;Gamping, Kab. Sleman;4 KT;LT 174m²;LB 189m²;SHM
Rumah Second;Rp1,5 M;Banguntapan, Kab. Bantul;5 KT;LT 158m²;LB 172m²;SHM
Rumah Second;Rp620 Jt;Prambanan, Kab. Sleman;3 KT;LT 81m²;LB 50m²;SHM
Rumah Second;Rp1,5 M;Ngemplak, Kab. Sleman;3 KT;LT 111m²;LB 80m²;SHM
Rumah Second;Rp200,2 Jt;Moyudan, Kab. Sleman;2 KT;LT 60m²;LB 30m²;SHM
Rumah Second;Rp1,6 M;Ngemplak, Kab. Sleman;3 KT;LT 111m²;LB 90m²;SHM
Rumah Second;Rp735 Jt;Ngemplak, Kab. Sleman;3 KT;LT 105m²;LB 70m²;SHM
Rumah Second;Rp1,6 M;Kalasan, Kab. Sleman;4 KT;LT 146m²;LB 164m²;SHM
Rumah Second;Rp1,2 M;Banguntapan, Kab. Bantul;4 KT;LT 90m²;LB 105m²;SHM
Rumah Second;Rp375 Jt;Sleman, Kab. Sleman;2 KT;LT 108m²;LB 45m²;SHM
Rumah Second;Rp450 Jt;Kasihan, Kab. Bantul;2 KT;LT 95m²;LB 36m²;SHM
Rumah Second;Rp815 Jt;Depok, Kab. Sleman;3 KT;LT 112m²;LB 75m²;SHM
Rumah Second;Rp1,4 M;Ngaglik, Kab. Sleman;5 KT;LT 152m²;LB 112m²;SHM
Rumah Second;Rp285 Jt;Jetis, Kab. Bantul;2 KT;LT 66m²;LB 36m²;SHM
Rumah Second;Rp858 Jt;Ngaglik, Kab. Sleman;3 KT;LT 132m²;LB 50m²;SHM
Rumah Second;Rp700 Jt;Prambanan, Kab. Sleman;2 KT;LT 168m²;LB 98m²;SHM
Rumah Second;Rp275 Jt;Kalasan, Kab. Sleman;2 KT;LT 80m²;LB 30m²;SHM
Rumah Second;Rp3,8 M;Pakem, Kab. Sleman;5 KT;LT 472m²;LB 130m²;SHM
Rumah Second;Rp337 Jt;Seyegan, Kab. Sleman;2 KT;LT 60m²;LB 30m²;HGB
Rumah Second;Rp1,6 M;Godean, Kab. Sleman;3 KT;LT 103m²;LB 120m²;SHM
Rumah Second;Rp554 Jt;Kalasan, Kab. Sleman;2 KT;LT 84m²;LB 45m²;SHM
Rumah Second;Rp374,6 Jt;Sedayu, Kab. Bantul;2 KT;LT 60m²;LB 40m²;SHM
Rumah Second;Rp600 Jt;Kalasan, Kab. Sleman;2 KT;LT 53m²;LB 100m²;SHM
Rumah Second;Rp971,3 Jt;Gamping, Kab. Sleman;2 KT;LT 151m²;LB 76m²;HGB
Rumah Second;Rp925 Jt;Kalasan, Kab. Sleman;3 KT;LT 141m²;LB 100m²;SHM
Rumah Second;Rp490 Jt;Kalasan, Kab. Sleman;2 KT;LT 72m²;LB 36m²;SHM
Rumah Second;Rp999 Jt;Gondokusuman, Kota Yogyakarta;3 KT;LT 103m²;LB 100m²;SHM
Rumah Second;Rp435 Jt;Prambanan, Kab. Sleman;2 KT;LT 45m²;LB 98m²;SHM
Rumah Second;Rp10,1 M;Depok, Kab. Sleman;4 KT;LT 281m²;LB 275m²;SHM
Rumah Second;Rp9,3 M;Depok, Kab. Sleman;4 KT;LT 235m²;LB 275m²;SHM
Rumah Second;Rp9,3 M;Depok, Kab. Sleman;4 KT;LT 234m²;LB 275m²;SHM
Rumah Second;Rp9,3 M;Depok, Kab. Sleman;4 KT;LT 233m²;LB 275m²;SHM
Rumah Baru;Rp 270 Jt;Playen, Kab. Gunung Kidul;2 KT;LT 84m²;LB 45m²;HGB
Rumah Baru;Rp 1,2 M - Rp 1,9 M;Kasihan, Kab. Bantul;3 KT;LT 126m²;LB 80m²;HGB
Rumah Second;Rp485 Jt;Ngaglik, Kab. Sleman;2 KT;LT 80m²;LB 36m²;SHM
Rumah Second;Rp197 Jt;Prambanan, Kab. Sleman;2 KT;LT 64m²;LB 26m²;SHM
Rumah Second;Rp280 Jt;Prambanan, Kab. Sleman;2 KT;LT 61m²;LB 35m²;SHM
Rumah Second;Rp765 Jt;Godean, Kab. Sleman;2 KT;LT 108m²;LB 50m²;SHM
Rumah Second;Rp388 Jt;Sedayu, Kab. Bantul;2 KT;LT 40m²;LB 81m²;SHM
Rumah Second;Rp592 Jt;Depok, Kab. Sleman;2 KT;LT 90m²;LB 36m²;SHM
Rumah Second;Rp670 Jt;Mlati, Kab. Sleman;2 KT;LT 130m²;LB 50m²;SHM
Rumah Second;Rp285 Jt;Sedayu, Kab. Bantul;2 KT;LT 93m²;LB 36m²;SHM
Rumah Second;Rp725 Jt;Kalasan, Kab. Sleman;4 KT;LT 140m²;LB 100m²;SHM
Rumah Second;Rp629 Jt;Mlati, Kab. Sleman;3 KT;LT 118m²;LB 52m²;SHM
Rumah Second;Rp350 Jt;Kalasan, Kab. Sleman;2 KT;LT 100m²;LB 36m²;SHM
Rumah Second;Rp425 Jt;Kasihan, Kab. Bantul;2 KT;LT 77m²;LB 77m²;SHM
Rumah Second;Rp375 Jt;Kalasan, Kab. Sleman;2 KT;LT 70m²;LB 40m²;SHM
Rumah Second;Rp625 Jt;Godean, Kab. Sleman;2 KT;LT 100m²;LB 43m²;SHM
Rumah Second;Rp260 Jt;Prambanan, Kab. Sleman;2 KT;LT 76m²;LB 40m²;SHM
Rumah Second;Rp1,7 M;Depok, Kab. Sleman;5 KT;LT 200m²;LB 150m²;SHM
Rumah Second;Rp375 Jt;Kalasan, Kab. Sleman;2 KT;LT 72m²;LB 60m²;SHM
Rumah Second;Rp1,8 M;Ngaglik, Kab. Sleman;3 KT;LT 125m²;LB 150m²;SHM
Rumah Second;Rp765 Jt;Ngemplak, Kab. Sleman;3 KT;LT 105m²;LB 70m²;SHM
Rumah Second;Rp2 M;Ngaglik, Kab. Sleman;3 KT;LT 114m²;LB 125m²;SHM
Rumah Second;Rp730 Jt;Seyegan, Kab. Sleman;2 KT;LT 108m²;LB 50m²;SHM
Rumah Second;Rp650 Jt;Mlati, Kab. Sleman;2 KT;LT 100m²;LB 45m²;SHM
Rumah Second;Rp185 Jt;Jetis, Kab. Bantul;2 KT;LT 60m²;LB 27m²;SHM
Rumah Second;Rp1,4 M;Ngaglik, Kab. Sleman;4 KT;LT 104m²;LB 140m²;SHM
Rumah Second;Rp1,6 M;Kalasan, Kab. Sleman;4 KT;LT 120m²;LB 142m²;SHM
Rumah Second;Rp950 Jt;Depok, Kab. Sleman;3 KT;LT 145m²;LB 85m²;SHM
Rumah Second;Rp890 Jt;Ngaglik, Kab. Sleman;3 KT;LT 102m²;LB 70m²;SHM
Rumah Second;Rp385 Jt;Sedayu, Kab. Bantul;2 KT;LT 36m²;LB 80m²;SHM
Rumah Second;Rp2,8 M;Ngemplak, Kab. Sleman;2 KT;LT 153m²;LB 300m²;SHM
Rumah Second;Rp575 Jt;Ngaglik, Kab. Sleman;2 KT;LT 73m²;LB 73m²;SHM
Rumah Second;Rp700 Jt;Sleman, Kab. Sleman;3 KT;LT 99m²;LB 75m²;SHM
Rumah Second;Rp480 Jt;Prambanan, Kab. Sleman;3 KT;LT 60m²;LB 62m²;SHM
Rumah Second;Rp299 Jt;Seyegan, Kab. Sleman;2 KT;LT 60m²;LB 30m²;SHM
Rumah Second;Rp1,5 M;Ngaglik, Kab. Sleman;3 KT;LT 121m²;LB 100m²;SHM
Rumah Second;Rp1,5 M;Depok, Kab. Sleman;4 KT;LT 118m²;LB 160m²;SHM
Rumah Second;Rp275 Jt;Sedayu, Kab. Bantul;2 KT;LT 70m²;LB 36m²;SHM
Rumah Second;Rp1,3 M;Godean, Kab. Sleman;3 KT;LT 175m²;LB 166m²;SHM
Rumah Second;Rp495 Jt;Kalasan, Kab. Sleman;2 KT;LT 120m²;LB 55m²;SHM
Rumah Second;Rp398 Jt;Sleman, Kab. Sleman;2 KT;LT 80m²;LB 36m²;SHM
Rumah Second;Rp2 M;Ngemplak, Kab. Sleman;4 KT;LT 119m²;LB 126m²;SHM
Rumah Second;Rp925 Jt;Ngaglik, Kab. Sleman;2 KT;LT 103m²;LB 100m²;SHM
Rumah Second;Rp655 Jt;Kasihan, Kab. Bantul;2 KT;LT 118m²;LB 45m²;SHM
Rumah Second;Rp625 Jt;Godean, Kab. Sleman;2 KT;LT 88m²;LB 45m²;HGB
Rumah Second;Rp496 Jt;Godean, Kab. Sleman;2 KT;LT 111m²;LB 36m²;SHM
Rumah Second;Rp250 Jt;Prambanan, Kab. Sleman;2 KT;LT 60m²;LB 40m²;SHM
Rumah Second;Rp1,3 M;Ngaglik, Kab. Sleman;3 KT;LT 134m²;LB 110m²;SHM
Rumah Second;Rp480 Jt;Kalasan, Kab. Sleman;2 KT;LT 72m²;LB 36m²;SHM
Rumah Second;Rp745 Jt;Mlati, Kab. Sleman;2 KT;LT 119m²;LB 45m²;SHM
Rumah Second;Rp560 Jt;Mlati, Kab. Sleman;3 KT;LT 115m²;LB 60m²;SHM
Rumah Second;Rp260 Jt;Ngemplak, Kab. Sleman;2 KT;LT 60m²;LB 36m²;SHM
Rumah Second;Rp545 Jt;Kalasan, Kab. Sleman;2 KT;LT 100m²;LB 45m²;SHM
Rumah Second;Rp395 Jt;Kasihan, Kab. Bantul;3 KT;LT 98m²;LB 60m²;SHM
Rumah Second;Rp495 Jt;Depok, Kab. Sleman;2 KT;LT 112m²;LB 36m²;SHM
Rumah Second;Rp1,1 M;Prambanan, Kab. Sleman;3 KT;LT 109m²;LB 110m²;SHM
Rumah Second;Rp1,3 M;Bantul, Kab. Bantul;2 KT;LT 134m²;LB 70m²;SHM
