date,type,price,loc,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi
Diperbarui 5 jam lalu,Rumah Second,"Rp2,2 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 72m²,LB 185m²,SHM
Diperbarui 5 jam lalu,Rumah Second,Rp21 M,"Cilandak, Kota Jakarta Selatan",6 KT,LT 680m²,LB 500m²,SHM
Diperbarui 5 jam lalu,Rumah Second,"Rp16,5 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 210m²,LB 500m²,SHM
Diperbarui 5 jam lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 63m²,LB 90m²,SHM
Diperbarui 5 jam lalu,Rumah Second,"Rp7,5 M","Duren Sawit, Kota Jakarta Timur",6 KT,LT 481m²,LB 290m²,SHM
Diperbarui 5 jam lalu,Rumah Second,Rp800 Jt,"Matraman, Kota Jakarta Timur",4 KT,LT 60m²,LB 120m²,SHM
Diperbarui 5 jam lalu,Rumah Second,"Rp6,8 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 308m²,LB 567m²,SHM
Diperbarui 5 jam lalu,Rumah Second,Rp75 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 675m²,LB 1000m²,SHM
Diperbarui 5 jam lalu,Rumah Second,Rp6 M,"Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 417m²,LB 500m²,SHM
Diperbarui 5 jam lalu,Rumah Second,"Rp11,7 M","Tanah Abang, Kota Jakarta Pusat",6 KT,LT 190m²,LB 214m²,SHM
Diperbarui 5 jam lalu,Rumah Second,Rp53 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 667m²,LB 800m²,SHM
Diperbarui 5 jam lalu,Rumah Second,"Rp7,6 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 170m²,LB 295m²,SHM
Diperbarui 5 jam lalu,Rumah Second,Rp3 M,"Kelapa Gading, Kota Jakarta Utara",5 KT,LT 90m²,LB 180m²,SHM
Diperbarui 5 jam lalu,Rumah Second,Rp37 M,"Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 375m²,LB 800m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp2,8 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 154m²,LB 145m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp5,8 M","Cilandak, Kota Jakarta Selatan",5 KT,LT 216m²,LB 600m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp3,8 M","Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 177m²,LB 200m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp690 Jt,"Kalideres, Kota Jakarta Barat",2 KT,LT 60m²,LB 60m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp3,8 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 101m²,LB 220m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp40 M,"Menteng, Kota Jakarta Pusat",4 KT,LT 676m²,LB 420m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp1,1 M","Koja, Kota Jakarta Utara",1 KT,LT 144m²,LB 90m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp1,1 M","Koja, Kota Jakarta Utara",1 KT,LT 144m²,LB 90m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp1,1 M","Koja, Kota Jakarta Utara",1 KT,LT 144m²,LB 90m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp13 M,"Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 400m²,LB 400m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp51 M,"Menteng, Kota Jakarta Pusat",7 KT,LT 733m²,LB 850m²,
Diperbarui 6 jam lalu,Rumah Second,"Rp1,8 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 69m²,LB 155m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp3 M,"Cakung, Kota Jakarta Timur",3 KT,LT 136m²,LB 170m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 84m²,LB 250m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp4,9 M","Pesanggrahan, Kota Jakarta Selatan",8 KT,LT 378m²,LB 350m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp260 Jt,"Tambora, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp275 Jt,"Cengkareng, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 65m²,LB 90m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp2,5 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",5 KT,LT 240m²,LB 180m²,Girik
Diperbarui 6 jam lalu,Rumah Second,"Rp2,2 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 70m²,LB 97m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp275 Jt,"Kalideres, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp285 Jt,"Grogol Petamburan, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp4,9 M","Pesanggrahan, Kota Jakarta Selatan",8 KT,LT 378m²,LB 350m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp48 M,"Menteng, Kota Jakarta Pusat",4 KT,LT 765m²,LB 520m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp30 M,"Cilandak, Kota Jakarta Selatan",5 KT,LT 2500m²,LB 1000m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 102m²,LB 63m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp285 Jt,"Kalideres, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",4 KT,LT 200m²,LB 354m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp3,3 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 146m²,LB 149m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 65m²,LB 90m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 102m²,LB 63m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp4,9 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 130m²,LB 350m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp6,5 M","Kelapa Gading, Kota Jakarta Utara",2 KT,LT 240m²,LB 280m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp17 M,"Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 250m²,LB 700m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp2,9 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 147m²,LB 200m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp2,6 M","Grogol Petamburan, Kota Jakarta Barat",3 KT,LT 173m²,LB 220m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp1,3 M","Cipayung, Kota Jakarta Timur",3 KT,LT 142m²,LB 200m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp7,5 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 260m²,LB 240m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp32 M,"Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 500m²,LB 450m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp285 Jt,"Kemayoran, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp3,5 M","Matraman, Kota Jakarta Timur",4 KT,LT 239m²,LB 149m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp10 M,"Kebayoran Baru, Kota Jakarta Selatan",7 KT,LT 352m²,LB 200m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp4 M,"Jagakarsa, Kota Jakarta Selatan",4 KT,LT 323m²,LB 120m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp4,9 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 130m²,LB 350m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp13,9 M","Tebet, Kota Jakarta Selatan",4 KT,LT 307m²,LB 432m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp4,9 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 130m²,LB 350m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp525 Jt,"Taman Sari, Kota Jakarta Barat",2 KT,LT 95m²,LB 104m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp275 Jt,"Kebayoran Lama, Kota Jakarta Selatan",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp3,9 M","Cakung, Kota Jakarta Timur",6 KT,LT 210m²,LB 258m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp275 Jt,"Kembangan, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp4 M,"Pancoran, Kota Jakarta Selatan",5 KT,LT 252m²,LB 150m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp5,5 M","Pesanggrahan, Kota Jakarta Selatan",7 KT,LT 420m²,LB 180m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp285 Jt,"Kembangan, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 6 jam lalu,Rumah Second,Rp285 Jt,"Grogol Petamburan, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 6 jam lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 170m²,SHM
Diperbarui 7 jam lalu,Rumah Second,Rp260 Jt,"Kebon Jeruk, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp2,1 M","Cilincing, Kota Jakarta Utara",5 KT,LT 144m²,LB 220m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp3,5 M","Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 144m²,LB 125m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp3,4 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 100m²,LB 100m²,
Diperbarui 7 jam lalu,Rumah Second,"Rp5,5 M","Kelapa Gading, Kota Jakarta Utara",5 KT,LT 215m²,LB 200m²,SHM
Diperbarui 7 jam lalu,Rumah Second,Rp500 Jt,"Cipayung, Kota Jakarta Timur",2 KT,LT 40m²,LB 60m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp1,4 M","Cipayung, Kota Jakarta Timur",3 KT,LT 66m²,LB 102m²,SHM
Diperbarui 7 jam lalu,Rumah Second,Rp20 M,"Pancoran, Kota Jakarta Selatan",6 KT,LT 964m²,LB 401m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp2,1 M","Cakung, Kota Jakarta Timur",3 KT,LT 183m²,LB 160m²,SHM
Diperbarui 7 jam lalu,Rumah Second,Rp3 M,"Kemayoran, Kota Jakarta Pusat",4 KT,LT 150m²,LB 180m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp2,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 220m²,LB 150m²,SHM
Diperbarui 7 jam lalu,Rumah Second,Rp275 Jt,"Grogol Petamburan, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp3,5 M","Penjaringan, Kota Jakarta Utara",4 KT,LT 100m²,LB 143m²,
Diperbarui 7 jam lalu,Rumah Second,"Rp5,8 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",7 KT,LT 324m²,LB 500m²,HGB
Diperbarui 7 jam lalu,Rumah Second,"Rp2,3 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 77m²,LB 275m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp2,3 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 75m²,LB 180m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 63m²,HGB
Diperbarui 7 jam lalu,Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 60m²,LB 100m²,SHM
Diperbarui 7 jam lalu,Rumah Second,Rp18 M,"Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 707m²,LB 270m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp14,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 484m²,LB 450m²,SHM
Diperbarui 7 jam lalu,Rumah Second,Rp20 M,"Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 800m²,LB 750m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp6,5 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 199m²,LB 250m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp2,2 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 241m²,LB 300m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp1,5 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 69m²,LB 130m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp2,5 M","Pal Merah (Palmerah), Kota Jakarta Barat",2 KT,LT 170m²,LB 170m²,
Diperbarui 7 jam lalu,Rumah Second,"Rp2,5 M","Pal Merah (Palmerah), Kota Jakarta Barat",3 KT,LT 150m²,LB 200m²,
Diperbarui 7 jam lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 65m²,LB 110m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp3,3 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 143m²,LB 285m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp2,6 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 107m²,LB 160m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 62m²,LB 95m²,SHM
Diperbarui 7 jam lalu,Rumah Second,Rp3 M,"Cengkareng, Kota Jakarta Barat",1 KT,LT 879m²,LB 400m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp12,5 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 250m²,LB 350m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp1,2 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 84m²,LB 120m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp36,5 M","Setiabudi (Setia Budi), Kota Jakarta Selatan",4 KT,LT 509m²,LB 650m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp5,7 M","Mampang Prapatan, Kota Jakarta Selatan",3 KT,LT 91m²,LB 262m²,HGB
Diperbarui 7 jam lalu,Rumah Second,"Rp5,5 M","Mampang Prapatan, Kota Jakarta Selatan",4 KT,LT 185m²,LB 255m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp12,5 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 250m²,LB 350m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp1,6 M","Ciracas, Kota Jakarta Timur",3 KT,LT 300m²,LB 300m²,
Diperbarui 7 jam lalu,Rumah Second,"Rp4,3 M","Tebet, Kota Jakarta Selatan",8 KT,LT 337m²,LB 337m²,
Diperbarui 7 jam lalu,Rumah Second,"Rp4,3 M","Tebet, Kota Jakarta Selatan",8 KT,LT 337m²,LB 337m²,
Diperbarui 7 jam lalu,Rumah Second,Rp470 Jt,"Jagakarsa, Kota Jakarta Selatan",4 KT,LT 132m²,LB 90m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp3,5 M","Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 144m²,LB 120m²,SHM
Diperbarui 7 jam lalu,Rumah Second,Rp4 M,"Cilandak, Kota Jakarta Selatan",3 KT,LT 118m²,LB 149m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 75m²,LB 150m²,SHM
Diperbarui 7 jam lalu,Rumah Second,Rp285 Jt,"Kembangan, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp2,2 M","Kebayoran Lama, Kota Jakarta Selatan",16 KT,LT 63m²,LB 100m²,
Diperbarui 7 jam lalu,Rumah Second,"Rp12,5 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 405m²,LB 120m²,SHM
Diperbarui 7 jam lalu,Rumah Second,Rp30 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 616m²,LB 600m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",4 KT,LT 200m²,LB 354m²,SHM
Diperbarui 7 jam lalu,Rumah Second,Rp275 Jt,"Kalideres, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 7 jam lalu,Rumah Second,"Rp7,9 M","Mampang Prapatan, Kota Jakarta Selatan",3 KT,LT 535m²,LB 535m²,
Diperbarui 7 jam lalu,Rumah Second,"Rp4,7 M","Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 258m²,LB 258m²,
Diperbarui 7 jam lalu,Rumah Second,Rp5 M,"Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 261m²,LB 261m²,
Diperbarui 7 jam lalu,Rumah Second,"Rp8,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 502m²,LB 250m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp3,6 M","Kembangan, Kota Jakarta Barat",5 KT,LT 250m²,LB 300m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp5,5 M","Cilandak, Kota Jakarta Selatan",8 KT,LT 175m²,LB 250m²,SHM
Diperbarui 8 jam lalu,Rumah Second,Rp110 M,"Menteng, Kota Jakarta Pusat",5 KT,LT 1100m²,LB 1000m²,SHM
Diperbarui 8 jam lalu,Rumah Second,Rp115 M,"Menteng, Kota Jakarta Pusat",5 KT,LT 980m²,LB 500m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp4,5 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 258m²,LB 100m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp4,2 M","Mampang Prapatan, Kota Jakarta Selatan",5 KT,LT 150m²,LB 250m²,SHM
Diperbarui 8 jam lalu,Rumah Second,Rp6 M,"Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 253m²,LB 500m²,
Diperbarui 8 jam lalu,Rumah Second,Rp3 M,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 225m²,LB 100m²,SHM
Diperbarui 8 jam lalu,Rumah Second,Rp17 M,"Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 528m²,LB 800m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp1,1 M","Jatinegara, Kota Jakarta Timur",2 KT,LT 124m²,LB 97m²,
Diperbarui 8 jam lalu,Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",4 KT,LT 186m²,LB 180m²,SHM
Diperbarui 8 jam lalu,Rumah Second,Rp285 Jt,"Grogol Petamburan, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp2,9 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 85m²,LB 140m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp2,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 140m²,LB 133m²,SHM
Diperbarui 8 jam lalu,Rumah Second,Rp285 Jt,"Kebon Jeruk, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp9,5 M","Kembangan, Kota Jakarta Barat",5 KT,LT 420m²,LB 800m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp1,6 M","Tebet, Kota Jakarta Selatan",2 KT,LT 82m²,LB 82m²,
Diperbarui 8 jam lalu,Rumah Second,Rp285 Jt,"Kalideres, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",4 KT,LT 200m²,LB 354m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",5 KT,LT 119m²,LB 168m²,
Diperbarui 8 jam lalu,Rumah Second,Rp2 M,"Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 101m²,LB 125m²,SHM
Diperbarui 8 jam lalu,Rumah Second,Rp3 M,"Grogol Petamburan, Kota Jakarta Barat",3 KT,LT 230m²,LB 230m²,
Diperbarui 8 jam lalu,Rumah Second,"Rp2,4 M","Ciracas, Kota Jakarta Timur",13 KT,LT 350m²,LB 350m²,
Diperbarui 8 jam lalu,Rumah Second,Rp3 M,"Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 139m²,LB 139m²,
Diperbarui 8 jam lalu,Rumah Second,Rp675 Jt,"Jatinegara, Kota Jakarta Timur",4 KT,LT 54m²,LB 90m²,
Diperbarui 8 jam lalu,Rumah Second,Rp525 Jt,"Cengkareng, Kota Jakarta Barat",2 KT,LT 95m²,LB 104m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp1,7 M","Tebet, Kota Jakarta Selatan",5 KT,LT 79m²,LB 135m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp3,8 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 96m²,LB 250m²,
Diperbarui 8 jam lalu,Rumah Second,"Rp5,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",26 KT,LT 174m²,LB 500m²,
Diperbarui 8 jam lalu,Rumah Second,"Rp5,5 M","Pal Merah (Palmerah), Kota Jakarta Barat",19 KT,LT 250m²,LB 350m²,
Diperbarui 8 jam lalu,Rumah Second,"Rp2,2 M","Duren Sawit, Kota Jakarta Timur",2 KT,LT 126m²,LB 94m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp6,8 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 284m²,LB 300m²,SHM
Diperbarui 8 jam lalu,Rumah Second,Rp17 M,"Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 528m²,LB 800m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp3,3 M","Cengkareng, Kota Jakarta Barat",6 KT,LT 208m²,LB 300m²,SHM
Diperbarui 8 jam lalu,Rumah Second,Rp285 Jt,"Pancoran, Kota Jakarta Selatan",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 8 jam lalu,Rumah Second,"Rp3,2 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 165m²,LB 200m²,SHM
Diperbarui 9 jam lalu,Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 88m²,LB 240m²,SHM
Diperbarui 9 jam lalu,Rumah Second,"Rp2,1 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 75m²,LB 150m²,SHM
Diperbarui 9 jam lalu,Rumah Second,Rp18 M,"Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 707m²,LB 270m²,SHM
Diperbarui 9 jam lalu,Rumah Second,Rp18 M,"Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 707m²,LB 270m²,SHM
Diperbarui 9 jam lalu,Rumah Second,Rp28 M,"Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 475m²,LB 800m²,SHM
Diperbarui 9 jam lalu,Rumah Second,Rp285 Jt,"Gambir, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 9 jam lalu,Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",5 KT,LT 119m²,LB 125m²,SHM
Diperbarui 9 jam lalu,Rumah Second,Rp285 Jt,"Tanah Abang, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 9 jam lalu,Rumah Second,Rp285 Jt,"Cengkareng, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 9 jam lalu,Rumah Second,Rp948 Jt,"Cengkareng, Kota Jakarta Barat",2 KT,LT 90m²,LB 54m²,SHM
Diperbarui 9 jam lalu,Rumah Second,Rp285 Jt,"Menteng, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 9 jam lalu,Rumah Second,Rp285 Jt,"Taman Sari, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Diperbarui 9 jam lalu,Rumah Second,"Rp2,7 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 191m²,LB 120m²,SHM
Diperbarui 9 jam lalu,Rumah Second,"Rp2,7 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 191m²,LB 120m²,SHM
Diperbarui 9 jam lalu,Rumah Second,Rp3 M,"Cilincing, Kota Jakarta Utara",3 KT,LT 346m²,LB 300m²,SHM
Diperbarui 9 jam lalu,Rumah Second,"Rp9,6 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 440m²,LB 300m²,SHM
Diperbarui 9 jam lalu,Rumah Second,"Rp4,3 M","Senen, Kota Jakarta Pusat",3 KT,LT 279m²,LB 140m²,SHM
Diperbarui 9 jam lalu,Rumah Second,"Rp1,1 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 85m²,LB 150m²,SHM
Diperbarui 9 jam lalu,Rumah Second,Rp88 M,"Menteng, Kota Jakarta Pusat",5 KT,LT 873m²,LB 800m²,SHM
Diperbarui 10 jam lalu,Rumah Second,"Rp5,9 M","Gambir, Kota Jakarta Pusat",3 KT,LT 146m²,LB 300m²,SHM
Diperbarui 10 jam lalu,Rumah Second,"Rp1,7 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 90m²,LB 145m²,SHM
Diperbarui 10 jam lalu,Rumah Second,Rp3 M,"Cilandak, Kota Jakarta Selatan",4 KT,LT 73m²,LB 148m²,
Diperbarui 10 jam lalu,Rumah Second,Rp8 M,"Kembangan, Kota Jakarta Barat",7 KT,LT 276m²,LB 550m²,SHM
Diperbarui 10 jam lalu,Rumah Second,"Rp5,6 M","Cengkareng, Kota Jakarta Barat",4 KT,LT 352m²,LB 352m²,SHM
Diperbarui 10 jam lalu,Rumah Second,Rp8 M,"Kembangan, Kota Jakarta Barat",7 KT,LT 276m²,LB 550m²,SHM
Diperbarui 10 jam lalu,Rumah Second,"Rp12,5 M","Kembangan, Kota Jakarta Barat",4 KT,LT 450m²,LB 250m²,SHM
Diperbarui 10 jam lalu,Rumah Second,"Rp2,7 M","Pancoran, Kota Jakarta Selatan",3 KT,LT 152m²,LB 150m²,SHM
Diperbarui 10 jam lalu,Rumah Second,Rp23 M,"Gambir, Kota Jakarta Pusat",6 KT,LT 619m²,LB 619m²,SHM
