date,type,price,loc,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 84m²,LB 125m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Kemayoran, Kota Jakarta Pusat",4 KT,LT 144m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp2 M,"Jatinegara, Kota Jakarta Timur",3 KT,LT 93m²,LB 100m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,6 M","Cakung, Kota Jakarta Timur",3 KT,LT 120m²,LB 160m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,2 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 108m²,LB 107m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp450 Jt,"Cakung, Kota Jakarta Timur",4 KT,LT 55m²,LB 60m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp1,3 M","Kebon Jeruk, Kota Jakarta Barat",3 KT,LT 73m²,LB 83m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",2 KT,LT 62m²,LB 84m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp1,7 M","Cakung, Kota Jakarta Timur",4 KT,LT 90m²,LB 120m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,4 M","Tebet, Kota Jakarta Selatan",3 KT,LT 255m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp2 M,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 250m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp450 Jt,"Cakung, Kota Jakarta Timur",2 KT,LT 60m²,LB 66m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp6,3 M","Tanjung Priok, Kota Jakarta Utara",3 KT,LT 152m²,LB 152m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp10 M,"Setiabudi (Setia Budi), Kota Jakarta Selatan",4 KT,LT 235m²,LB 350m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 54m²,LB 74m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 89m²,LB 210m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,5 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 340m²,LB 220m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp4 M,"Pancoran, Kota Jakarta Selatan",6 KT,LT 230m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,2 M","Ciracas, Kota Jakarta Timur",3 KT,LT 82m²,LB 81m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp7 M,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 354m²,LB 249m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp5,5 M","Pal Merah (Palmerah), Kota Jakarta Barat",6 KT,LT 218m²,LB 182m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp5,5 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 646m²,LB 210m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,8 M","Grogol Petamburan, Kota Jakarta Barat",5 KT,LT 200m²,LB 320m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp450 Jt,"Cakung, Kota Jakarta Timur",2 KT,LT 60m²,LB 66m²,
Diperbarui 17 hari lalu,Rumah Second,Rp9 M,"Duren Sawit, Kota Jakarta Timur",3 KT,LT 397m²,LB 280m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp25 M,"Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 1006m²,LB 450m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,4 M","Kelapa Gading, Kota Jakarta Utara",4 KT,LT 136m²,LB 272m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,2 M","Jatinegara, Kota Jakarta Timur",3 KT,LT 67m²,LB 120m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp966 Jt,"Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 144m²,LB 125m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp750 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 65m²,LB 65m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp966 Jt,"Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 144m²,LB 125m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 89m²,LB 210m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp990 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 93m²,LB 75m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,9 M","Makasar, Kota Jakarta Timur",4 KT,LT 295m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp1 M,"Duren Sawit, Kota Jakarta Timur",4 KT,LT 75m²,LB 100m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,7 M","Duren Sawit, Kota Jakarta Timur",2 KT,LT 120m²,LB 110m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp17,5 M","Duren Sawit, Kota Jakarta Timur",6 KT,LT 710m²,LB 500m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp750 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 60m²,LB 80m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,1 M","Cempaka Putih, Kota Jakarta Pusat",2 KT,LT 30m²,LB 58m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,6 M","Ciracas, Kota Jakarta Timur",3 KT,LT 183m²,LB 183m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp750 Jt,"Johar Baru, Kota Jakarta Pusat",3 KT,LT 40m²,LB 80m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,4 M","Pasar Rebo, Kota Jakarta Timur",3 KT,LT 78m²,LB 112m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp260 Jt,"Cakung, Kota Jakarta Timur",1 KT,LT 65m²,LB 54m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp4,5 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 237m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp9 M,"Menteng, Kota Jakarta Pusat",6 KT,LT 374m²,LB 374m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp20 M,"Mampang Prapatan, Kota Jakarta Selatan",4 KT,LT 659m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp22 M,"Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 345m²,LB 345m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,6 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 137m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,3 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 90m²,LB 160m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp985 Jt,"Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 62m²,LB 64m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,4 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 190m²,LB 186m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp3 M,"Kramatjati (Kramat Jati), Kota Jakarta Timur",5 KT,LT 118m²,LB 330m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp3 M,"Kramatjati (Kramat Jati), Kota Jakarta Timur",5 KT,LT 118m²,LB 330m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,3 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 388m²,LB 850m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,8 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 79m²,LB 208m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,4 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 90m²,LB 132m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,6 M","Cipayung, Kota Jakarta Timur",3 KT,LT 70m²,LB 130m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,7 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 79m²,LB 88m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",3 KT,LT 83m²,LB 130m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,4 M","Kalideres, Kota Jakarta Barat",5 KT,LT 96m²,LB 192m²,
Diperbarui 17 hari lalu,Rumah Second,Rp60 M,"Setiabudi (Setia Budi), Kota Jakarta Selatan",5 KT,LT 650m²,LB 800m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",3 KT,LT 83m²,LB 130m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,9 M","Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 360m²,LB 360m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,5 M","Tebet, Kota Jakarta Selatan",15 KT,LT 164m²,LB 274m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp4,9 M","Kelapa Gading, Kota Jakarta Utara",4 KT,LT 119m²,LB 180m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Grogol Petamburan, Kota Jakarta Barat",4 KT,LT 72m²,LB 72m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp7,9 M","Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 360m²,LB 360m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,8 M","Grogol Petamburan, Kota Jakarta Barat",4 KT,LT 78m²,LB 204m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp15 M,"Mampang Prapatan, Kota Jakarta Selatan",5 KT,LT 840m²,LB 900m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,8 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 130m²,LB 150m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,3 M","Cipayung, Kota Jakarta Timur",4 KT,LT 85m²,LB 125m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,9 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 135m²,LB 210m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,3 M","Cipayung, Kota Jakarta Timur",4 KT,LT 85m²,LB 125m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp4 M,"Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 278m²,LB 170m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 90m²,LB 130m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,1 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 120m²,LB 123m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp995 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 61m²,LB 75m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 110m²,LB 110m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp11,5 M","Tanjung Priok, Kota Jakarta Utara",6 KT,LT 239m²,LB 567m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp20,5 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 710m²,LB 611m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,9 M","Tebet, Kota Jakarta Selatan",5 KT,LT 200m²,LB 180m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp19,7 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 710m²,LB 611m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,1 M","Cakung, Kota Jakarta Timur",4 KT,LT 90m²,LB 210m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp9 M,"Kebayoran Baru, Kota Jakarta Selatan",18 KT,LT 257m²,LB 500m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp10,5 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 170m²,LB 330m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,4 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 200m²,LB 180m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp21 M,"Mampang Prapatan, Kota Jakarta Selatan",6 KT,LT 985m²,LB 450m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,5 M","Kalideres, Kota Jakarta Barat",5 KT,LT 176m²,LB 176m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp1 M,"Kalideres, Kota Jakarta Barat",2 KT,LT 48m²,LB 65m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,4 M","Kalideres, Kota Jakarta Barat",4 KT,LT 108m²,LB 80m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp8,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",6 KT,LT 400m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,9 M","Cakung, Kota Jakarta Timur",3 KT,LT 144m²,LB 247m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp4,7 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 220m²,LB 185m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,6 M","Cengkareng, Kota Jakarta Barat",5 KT,LT 112m²,LB 100m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp5,6 M","Kembangan, Kota Jakarta Barat",7 KT,LT 356m²,LB 485m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",8 KT,LT 400m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp4,8 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 102m²,LB 215m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp430 Jt,"Duren Sawit, Kota Jakarta Timur",2 KT,LT 60m²,LB 36m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,9 M","Kebon Jeruk, Kota Jakarta Barat",6 KT,LT 144m²,LB 250m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,8 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 100m²,LB 270m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp4,2 M","Cakung, Kota Jakarta Timur",5 KT,LT 320m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 112m²,LB 160m²,HGB
Diperbarui 17 hari lalu,Rumah Second,Rp14 M,"Kebayoran Lama, Kota Jakarta Selatan",1 KT,LT 981m²,LB 464m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp2 M,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 66m²,LB 140m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp20 M,"Mampang Prapatan, Kota Jakarta Selatan",8 KT,LT 477m²,LB 412m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp12,5 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 450m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp430 Jt,"Duren Sawit, Kota Jakarta Timur",2 KT,LT 60m²,LB 36m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp15 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 400m²,LB 343m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp12 M,"Cilandak, Kota Jakarta Selatan",4 KT,LT 427m²,LB 150m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",3 KT,LT 186m²,LB 180m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp5,5 M","Cakung, Kota Jakarta Timur",6 KT,LT 336m²,LB 450m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp10,5 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 471m²,LB 550m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp5,5 M","Cakung, Kota Jakarta Timur",5 KT,LT 327m²,LB 280m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,9 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 161m²,LB 310m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp21 M,"Jagakarsa, Kota Jakarta Selatan",5 KT,LT 372m²,LB 387m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp17,5 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 589m²,LB 444m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,7 M","Kembangan, Kota Jakarta Barat",5 KT,LT 200m²,LB 210m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,1 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 266m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp5,5 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 225m²,LB 350m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp4 M,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 135m²,LB 270m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",6 KT,LT 400m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp11 M,"Jagakarsa, Kota Jakarta Selatan",4 KT,LT 2080m²,LB 296m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp21 M,"Mampang Prapatan, Kota Jakarta Selatan",8 KT,LT 728m²,LB 450m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",3 KT,LT 83m²,LB 130m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,5 M","Gambir, Kota Jakarta Pusat",3 KT,LT 74m²,LB 175m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Kembangan, Kota Jakarta Barat",4 KT,LT 313m²,LB 300m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp3,9 M","Cakung, Kota Jakarta Timur",3 KT,LT 144m²,LB 247m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp4,2 M","Cakung, Kota Jakarta Timur",3 KT,LT 278m²,LB 156m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp7,8 M","Kembangan, Kota Jakarta Barat",3 KT,LT 450m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,6 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 100m²,LB 120m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 112m²,LB 160m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp1,6 M","Cipayung, Kota Jakarta Timur",3 KT,LT 70m²,LB 130m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp25 M,"Cilandak, Kota Jakarta Selatan",4 KT,LT 855m²,LB 520m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 80m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp5,6 M","Kembangan, Kota Jakarta Barat",7 KT,LT 356m²,LB 485m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,4 M","Ciracas, Kota Jakarta Timur",3 KT,LT 98m²,LB 84m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,2 M","Ciracas, Kota Jakarta Timur",4 KT,LT 136m²,LB 150m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 110m²,LB 110m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp17,5 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 589m²,LB 444m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 80m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,5 M","Tebet, Kota Jakarta Selatan",4 KT,LT 298m²,LB 250m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp2,9 M","Pesanggrahan, Kota Jakarta Selatan",7 KT,LT 120m²,LB 160m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,9 M","Kebayoran Lama, Kota Jakarta Selatan",7 KT,LT 120m²,LB 160m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp17 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 655m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,9 M","Pesanggrahan, Kota Jakarta Selatan",7 KT,LT 120m²,LB 160m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,9 M","Cakung, Kota Jakarta Timur",3 KT,LT 144m²,LB 247m²,
Diperbarui 17 hari lalu,Rumah Second,"Rp2,9 M","Pesanggrahan, Kota Jakarta Selatan",7 KT,LT 120m²,LB 160m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp3 M,"Jagakarsa, Kota Jakarta Selatan",4 KT,LT 120m²,LB 210m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp6,5 M","Penjaringan, Kota Jakarta Utara",4 KT,LT 200m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,4 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 85m²,LB 120m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp5,3 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 460m²,LB 500m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Jatinegara, Kota Jakarta Timur",2 KT,LT 62m²,LB 84m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp2,8 M","Johar Baru, Kota Jakarta Pusat",4 KT,LT 126m²,LB 280m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp12 M,"Cempaka Putih, Kota Jakarta Pusat",4 KT,LT 513m²,LB 271m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp17 M,"Cilandak, Kota Jakarta Selatan",5 KT,LT 673m²,LB 397m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,7 M","Kembangan, Kota Jakarta Barat",4 KT,LT 238m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,1 M","Grogol Petamburan, Kota Jakarta Barat",4 KT,LT 78m²,LB 140m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,1 M","Ciracas, Kota Jakarta Timur",2 KT,LT 134m²,LB 95m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp15,5 M","Cilandak, Kota Jakarta Selatan",5 KT,LT 515m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,7 M","Ciracas, Kota Jakarta Timur",4 KT,LT 228m²,LB 221m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,8 M","Cempaka Putih, Kota Jakarta Pusat",5 KT,LT 216m²,LB 252m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,6 M","Kalideres, Kota Jakarta Barat",4 KT,LT 90m²,LB 110m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp10 M,"Cilandak, Kota Jakarta Selatan",5 KT,LT 600m²,LB 450m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 87m²,LB 140m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",3 KT,LT 83m²,LB 130m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,9 M","Kembangan, Kota Jakarta Barat",4 KT,LT 200m²,LB 300m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 112m²,LB 160m²,HGB
Diperbarui 17 hari lalu,Rumah Second,"Rp2,7 M","Kalideres, Kota Jakarta Barat",4 KT,LT 90m²,LB 225m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp850 Jt,"Cilincing, Kota Jakarta Utara",3 KT,LT 84m²,LB 84m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp8 M,"Cilandak, Kota Jakarta Selatan",4 KT,LT 160m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp7,5 M","Cilandak, Kota Jakarta Selatan",5 KT,LT 230m²,LB 300m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp4,4 M","Cilandak, Kota Jakarta Selatan",5 KT,LT 226m²,LB 178m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp13 M,"Jagakarsa, Kota Jakarta Selatan",4 KT,LT 500m²,LB 525m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp5 M,"Tanah Abang, Kota Jakarta Pusat",3 KT,LT 151m²,LB 120m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp4 M,"Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 250m²,LB 170m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp20 M,"Tanah Abang, Kota Jakarta Pusat",7 KT,LT 487m²,LB 745m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp30 M,"Cilandak, Kota Jakarta Selatan",4 KT,LT 488m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp3,7 M","Koja, Kota Jakarta Utara",4 KT,LT 400m²,LB 400m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,3 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 179m²,LB 186m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp13 M,"Penjaringan, Kota Jakarta Utara",3 KT,LT 200m²,LB 200m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp2 M,"Duren Sawit, Kota Jakarta Timur",3 KT,LT 100m²,LB 155m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,7 M","Cakung, Kota Jakarta Timur",6 KT,LT 240m²,LB 20m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp1,7 M","Cilandak, Kota Jakarta Selatan",2 KT,LT 112m²,LB 50m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp6,8 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 308m²,LB 567m²,SHM
Diperbarui 17 hari lalu,Rumah Second,Rp850 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 45m²,LB 80m²,SHM
Diperbarui 17 hari lalu,Rumah Second,"Rp2,4 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 228m²,LB 272m²,SHM
